Establishments,Address,City,Zip,County,Type,Date,Violations/COS
"Acme #7816 (N035412)","460 E Main St.","Middletown","19709","New Castle County","Routine","12/12/2012","None"
"Acme #7816 (N035412)","460 E Main St.","Middletown","19709","New Castle County","Routine","11/26/2013","5-205.11 /Yes, 2-201.11 /No"
"Acme #7816 (N035412)","460 E Main St.","Middletown","19709","New Castle County","Followup","12/03/2013","None"
"Acme #7816 (N035412)","460 E Main St.","Middletown","19709","New Castle County","Routine","11/17/2014","7-204.11"
"Acme #7816 (N035412)","460 E Main St.","Middletown","19709","New Castle County","Other","11/25/2014","None"
"Acme #7816 (N035412)","460 E Main St.","Middletown","19709","New Castle County","Followup","11/26/2014","None"
"Acme Market #1228 (N981498)","128 Lantana Dr.","Hockessin","19707","New Castle County","Routine","01/04/2013","None"
"Acme Market #1228 (N981498)","128 Lantana Dr.","Hockessin","19707","New Castle County","Routine","01/09/2014","4-302.14 /No, 6-301.12 /No, 4-502.11 /No"
"Acme Market #1228 (N981498)","128 Lantana Dr.","Hockessin","19707","New Castle County","Followup","01/16/2014","None"
"Acme Market #1228 (N981498)","128 Lantana Dr.","Hockessin","19707","New Castle County","Routine","07/18/2014","3-501.16 /No, 6-301.12 /No, 3-302.11 /No, 4-601.11 /No, 6-501.111 /No"
"Acme Market #1228 (N981498)","128 Lantana Dr.","Hockessin","19707","New Castle County","Followup","07/25/2014","7-201.11 /No"
"Acme Market #1228 (N981498)","128 Lantana Dr.","Hockessin","19707","New Castle County","Routine","01/30/2015","3-501.15 /No, 5-304.11 /No, 5-205.15 /No"
"Acme Market #1228 (N981498)","128 Lantana Dr.","Hockessin","19707","New Castle County","Followup","02/05/2015","None"
"Acme Market (K014777)","Main & Glenwood Avenue","Smyrna","19977","Kent","Followup","01/12/2007","None"
"Acme Market (K014777)","Main & Glenwood Avenue","Smyrna","19977","Kent","Routine","04/11/2007","2-401.11 , 3-302.11 , 3-304.11 , 3-501.16 , 4-601.11 , 5-205.15 , 6-501.111 , 7-201.11"
"Acme Market (K014777)","Main & Glenwood Avenue","Smyrna","19977","Kent","Followup","04/18/2007","3-302.11 , 4-102.11 , 4-601.11 , 5-205.15"
"Acme Market (K014777)","Main & Glenwood Avenue","Smyrna","19977","Kent","Followup","04/26/2007","None"
"Acme Market (K014777)","Main & Glenwood Avenue","Smyrna","19977","Kent","Routine","05/22/2008","5-205.15 /No"
"Acme Market (K014777)","Main & Glenwood Avenue","Smyrna","19977","Kent","Followup","05/23/2008","None"
"Acme Market (K014777)","Main & Glenwood Avenue","Smyrna","19977","Kent","Routine","12/11/2008","3-304.11 /No, 3-501.16 /No, 4-601.11 /No, 5-202.13 /No, 7-206.12 /No"
"Acme Market (K014777)","Main & Glenwood Avenue","Smyrna","19977","Kent","Followup","12/31/2008","None"
"Acme Market (K014777)","Main & Glenwood Avenue","Smyrna","19977","Kent","Routine","04/03/2009","None"
"Acme Market (K014777)","Main & Glenwood Avenue","Smyrna","19977","Kent","Routine","11/16/2009","None"
"Acme Market (K014777)","Main & Glenwood Avenue","Smyrna","19977","Kent","Routine","07/29/2010","None"
"Acme Market (K014777)","Main & Glenwood Avenue","Smyrna","19977","Kent","Complaint","08/10/2010","None"
"Acme Market (K014777)","Main & Glenwood Avenue","Smyrna","19977","Kent","Routine","09/06/2011","None"
"Acme Market (K014777)","Main & Glenwood Avenue","Smyrna","19977","Kent","Routine","10/05/2012","3-501.14 /No, 5-205.14 /No, 5-403.11 /No, 4-501.114 /No, 3-302.14 /Yes, 2-102.11 /No"
"Acme Market (K014777)","Main & Glenwood Avenue","Smyrna","19977","Kent","Followup","11/15/2012","None"
"Acme Market (K014777)","Main & Glenwood Avenue","Smyrna","19977","Kent","Routine","06/28/2013","6-501.111 /No, 4-302.14 /No, 4-601.11 /No, 3-302.11 /Yes"
"Acme Market (K014777)","Main & Glenwood Avenue","Smyrna","19977","Kent","Followup","07/25/2013","None"
"Acme Market (K014777)","Main & Glenwood Avenue","Smyrna","19977","Kent","Routine","12/27/2013","5-205.15 /No, 6-301.12 /Yes, 7-201.11 /Yes, 5-205.11 /Yes"
"Acme Market (K014777)","Main & Glenwood Avenue","Smyrna","19977","Kent","Followup","01/24/2014","None"
"Acme Market (K014777)","Main & Glenwood Avenue","Smyrna","19977","Kent","Routine","09/15/2014","None"
"Acme Market (K980262)","1001 North Dupont Highway","Dover","19901","Kent","Routine","06/26/2007","None"
"Acme Market (K980262)","1001 North Dupont Highway","Dover","19901","Kent","Routine","02/19/2008","3-501.16 /No"
"Acme Market (K980262)","1001 North Dupont Highway","Dover","19901","Kent","Followup","02/26/2008","None"
"Acme Market (K980262)","1001 North Dupont Highway","Dover","19901","Kent","Routine","09/15/2008","None"
"Acme Market (K980262)","1001 North Dupont Highway","Dover","19901","Kent","Routine","03/26/2009","None"
"Acme Market (K980262)","1001 North Dupont Highway","Dover","19901","Kent","Routine","01/27/2010","3-501.16 /No, 5-205.15 /No, 7-101.11 /No"
"Acme Market (K980262)","1001 North Dupont Highway","Dover","19901","Kent","Followup","02/03/2010","3-501.16 /No"
"Acme Market (K980262)","1001 North Dupont Highway","Dover","19901","Kent","Followup","02/12/2010","None"
"Acme Market (K980262)","1001 North Dupont Highway","Dover","19901","Kent","Routine","11/19/2010","5-203.14 /No, 4-601.11 /No, 6-501.111 /No"
"Acme Market (K980262)","1001 North Dupont Highway","Dover","19901","Kent","Routine","07/12/2011","4-501.114 /No, 4-501.111 /No, 5-205.14 /No, 5-102.12 /No"
"Acme Market (K980262)","1001 North Dupont Highway","Dover","19901","Kent","Followup","07/22/2011","None"
"Acme Market (K980262)","1001 North Dupont Highway","Dover","19901","Kent","Routine","02/06/2012","3-501.14 /No, 4-204.111 /No, 4-501.114 /No"
"Acme Market (K980262)","1001 North Dupont Highway","Dover","19901","Kent","Followup","02/13/2012","None"
"Acme Market (K980262)","1001 North Dupont Highway","Dover","19901","Kent","Routine","10/24/2012","4-501.114 /No, 5-205.14 /No"
"Acme Market (K980262)","1001 North Dupont Highway","Dover","19901","Kent","Followup","11/09/2012","None"
"Acme Market (K980262)","1001 North Dupont Highway","Dover","19901","Kent","Routine","05/09/2013","None"
"Acme Market (K980262)","1001 North Dupont Highway","Dover","19901","Kent","Routine","11/14/2013","None"
"Acme Market (K980262)","1001 North Dupont Highway","Dover","19901","Kent","Routine","10/31/2014","None"
"Acme Market (K980262)","1001 North Dupont Highway","Dover","19901","Kent","Routine","05/21/2015","None"
"Acme Market (K980262)","1001 North Dupont Highway","Dover","19901","Kent","Complaint","07/30/2015","7-201.11 /No"
"Acme Market (K980262)","1001 North Dupont Highway","Dover","19901","Kent","Followup","08/10/2015","None"
"Acme Market (N035412)","Middletown Odessa Road","Middletown","19709","New Castle County","Routine","02/23/2007","None"
"Acme Market (N035412)","Middletown Odessa Road","Middletown","19709","New Castle County","Routine","02/02/2009","None"
"Acme Market (N035412)","Middletown Odessa Road","Middletown","19709","New Castle County","Complaint","03/19/2009","None"
"Acme Market (N035412)","Middletown Odessa Road","Middletown","19709","New Castle County","Routine","02/16/2010","None"
"Acme Market (N035412)","Middletown Odessa Road","Middletown","19709","New Castle County","Routine","01/03/2012","None"
"Acme Market (N981492)","1 University Plaza","Newark","19702","New Castle County","Routine","02/06/2008","None"
"Acme Market (N981492)","1 University Plaza","Newark","19702","New Castle County","Complaint","01/23/2009","None"
"Acme Market (N981492)","1 University Plaza","Newark","19702","New Castle County","Routine","01/23/2009","5-205.15 /No"
"Acme Market (N981492)","1 University Plaza","Newark","19702","New Castle County","Followup","02/11/2009","None"
"Acme Market (N981492)","1 University Plaza","Newark","19702","New Castle County","Routine","07/20/2009","5-205.15 /Yes"
"Acme Market (N981492)","1 University Plaza","Newark","19702","New Castle County","Complaint","10/29/2009","None"
"Acme Market (N981492)","1 University Plaza","Newark","19702","New Castle County","Routine","02/23/2010","None"
"Acme Market (N981492)","1 University Plaza","Newark","19702","New Castle County","Complaint","06/03/2010","None"
"Acme Market (N981492)","1 University Plaza","Newark","19702","New Castle County","Routine","09/08/2010","3-501.16 /No, 5-205.15 /No"
"Acme Market (N981492)","1 University Plaza","Newark","19702","New Castle County","Followup","10/13/2010","None"
"Acme Market (N981492)","1 University Plaza","Newark","19702","New Castle County","Routine","09/07/2011","3-501.14 /No, 4-204.111 /No"
"Acme Market (N981492)","1 University Plaza","Newark","19702","New Castle County","Followup","09/14/2011","None"
"Acme Market (N981492)","1 University Plaza","Newark","19702","New Castle County","Routine","10/01/2012","None"
"Acme Market (N981492)","1 University Plaza","Newark","19702","New Castle County","Routine","04/09/2013","4-603.17 /Yes, 3-501.16 /Yes"
"Acme Market (N981492)","1 University Plaza","Newark","19702","New Castle County","Routine","10/28/2014","3-501.19 /No"
"Acme Market (N981492)","1 University Plaza","Newark","19702","New Castle County","Routine","04/22/2015","None"
"Acme Market (N981493)","Foulk & Naamans Road","Wilmington","19810","New Castle County","Routine","02/01/2007","3-304.11 , 4-501.114"
"Acme Market (N981493)","Foulk & Naamans Road","Wilmington","19810","New Castle County","Followup","02/09/2007","None"
"Acme Market (N981493)","Foulk & Naamans Road","Wilmington","19810","New Castle County","Routine","09/13/2007","None"
"Acme Market (N981493)","Foulk & Naamans Road","Wilmington","19810","New Castle County","Routine","02/09/2009","3-701.11 /Yes"
"Acme Market (N981493)","Foulk & Naamans Road","Wilmington","19810","New Castle County","Routine","08/12/2009","None"
"Acme Market (N981493)","Foulk & Naamans Road","Wilmington","19810","New Castle County","Routine","08/17/2010","3-501.16 /Yes"
"Acme Market (N981493)","Foulk & Naamans Road","Wilmington","19810","New Castle County","Routine","08/09/2011","None"
"Acme Market (N981493)","Foulk & Naamans Road","Wilmington","19810","New Castle County","Routine","08/24/2012","3-502.12 /No"
"Acme Market (N981493)","Foulk & Naamans Road","Wilmington","19810","New Castle County","Followup","08/31/2012","None"
"Acme Market (N981493)","Foulk & Naamans Road","Wilmington","19810","New Castle County","Routine","07/01/2013","None"
"Acme Market (N981493)","Foulk & Naamans Road","Wilmington","19810","New Castle County","Routine","06/30/2014","None"
"Acme Market (N981494)","Limestone & New Linden Roads","Wilmington","19808","New Castle County","Routine","02/05/2008","3-501.16 /Yes, 4-602.11 /Yes, 7-201.11 /Yes"
"Acme Market (N981494)","Limestone & New Linden Roads","Wilmington","19808","New Castle County","Routine","02/05/2009","None"
"Acme Market (N981494)","Limestone & New Linden Roads","Wilmington","19808","New Castle County","Routine","07/28/2009","3-501.16 /No"
"Acme Market (N981494)","Limestone & New Linden Roads","Wilmington","19808","New Castle County","Followup","08/03/2009","None"
"Acme Market (N981494)","Limestone & New Linden Roads","Wilmington","19808","New Castle County","Routine","01/28/2010","None"
"Acme Market (N981494)","Limestone & New Linden Roads","Wilmington","19808","New Castle County","Routine","07/20/2010","5-205.15 /No"
"Acme Market (N981494)","Limestone & New Linden Roads","Wilmington","19808","New Castle County","Followup","07/28/2010","5-205.15 /No"
"Acme Market (N981494)","Limestone & New Linden Roads","Wilmington","19808","New Castle County","Routine","01/04/2011","3-501.16 /Yes, 3-501.17 /No"
"Acme Market (N981494)","Limestone & New Linden Roads","Wilmington","19808","New Castle County","Followup","01/25/2011","3-501.17 /No"
"Acme Market (N981494)","Limestone & New Linden Roads","Wilmington","19808","New Castle County","Routine","07/07/2011","None"
"Acme Market (N981494)","Limestone & New Linden Roads","Wilmington","19808","New Castle County","Complaint","07/07/2011","None"
"Acme Market (N981494)","Limestone & New Linden Roads","Wilmington","19808","New Castle County","Routine","01/11/2012","None"
"Acme Market (N981494)","Limestone & New Linden Roads","Wilmington","19808","New Castle County","Complaint","05/01/2012","None"
"Acme Market (N981494)","Limestone & New Linden Roads","Wilmington","19808","New Castle County","Routine","07/05/2012","4-204.111 /No, 3-304.11 /No, 4-501.114 /No, 3-501.14 /No"
"Acme Market (N981494)","Limestone & New Linden Roads","Wilmington","19808","New Castle County","Followup","07/12/2012","4-501.114 /No"
"Acme Market (N981494)","Limestone & New Linden Roads","Wilmington","19808","New Castle County","Complaint","03/22/2013","None"
"Acme Market (N981494)","Limestone & New Linden Roads","Wilmington","19808","New Castle County","Routine","07/02/2013","None"
"Acme Market (N981494)","Limestone & New Linden Roads","Wilmington","19808","New Castle County","Routine","01/02/2014","None"
"Acme Market (N981494)","Limestone & New Linden Roads","Wilmington","19808","New Castle County","Routine","07/03/2014","3-501.16 /No"
"Acme Market (N981494)","Limestone & New Linden Roads","Wilmington","19808","New Castle County","Routine","01/08/2015","5-201.11 /No, 4-603.17 /No"
"Acme Market (N981494)","Limestone & New Linden Roads","Wilmington","19808","New Castle County","Followup","01/15/2015","None"
"Acme Market (N981495)","Concord Pike & Murphy Road","Wilmington","19803","New Castle County","Routine","02/09/2007","4-602.11 , 4-702.11"
"Acme Market (N981495)","Concord Pike & Murphy Road","Wilmington","19803","New Castle County","Followup","02/23/2007","None"
"Acme Market (N981495)","Concord Pike & Murphy Road","Wilmington","19803","New Castle County","Followup","01/02/2008","None"
"Acme Market (N981495)","Concord Pike & Murphy Road","Wilmington","19803","New Castle County","Complaint","01/03/2008","None"
"Acme Market (N981495)","Concord Pike & Murphy Road","Wilmington","19803","New Castle County","Followup","01/15/2008","None"
"Acme Market (N981495)","Concord Pike & Murphy Road","Wilmington","19803","New Castle County","Routine","02/29/2008","3-501.16 /No"
"Acme Market (N981495)","Concord Pike & Murphy Road","Wilmington","19803","New Castle County","Followup","03/14/2008","None"
"Acme Market (N981495)","Concord Pike & Murphy Road","Wilmington","19803","New Castle County","Complaint","07/01/2008","None"
"Acme Market (N981495)","Concord Pike & Murphy Road","Wilmington","19803","New Castle County","Routine","05/13/2009","3-201.15 /No"
"Acme Market (N981495)","Concord Pike & Murphy Road","Wilmington","19803","New Castle County","Followup","06/10/2009","None"
"Acme Market (N981495)","Concord Pike & Murphy Road","Wilmington","19803","New Castle County","Routine","11/13/2009","None"
"Acme Market (N981495)","Concord Pike & Murphy Road","Wilmington","19803","New Castle County","Routine","04/06/2010","None"
"Acme Market (N981495)","Concord Pike & Murphy Road","Wilmington","19803","New Castle County","Complaint","09/23/2010","None"
"Acme Market (N981495)","Concord Pike & Murphy Road","Wilmington","19803","New Castle County","Routine","11/15/2010","None"
"Acme Market (N981495)","Concord Pike & Murphy Road","Wilmington","19803","New Castle County","Routine","07/26/2011","None"
"Acme Market (N981495)","Concord Pike & Murphy Road","Wilmington","19803","New Castle County","Routine","10/20/2011","None"
"Acme Market (N981495)","Concord Pike & Murphy Road","Wilmington","19803","New Castle County","Routine","03/15/2012","None"
"Acme Market (N981495)","Concord Pike & Murphy Road","Wilmington","19803","New Castle County","Routine","09/24/2012","5-403.11 /Yes"
"Acme Market (N981495)","Concord Pike & Murphy Road","Wilmington","19803","New Castle County","Routine","06/11/2013","None"
"Acme Market (N981495)","Concord Pike & Murphy Road","Wilmington","19803","New Castle County","Routine","12/02/2013","3-501.16 /No, 5-205.15 /No, 5-205.11 /No, 3-301.11 /No, 6-501.111 /No, 4-501.112 /No, 4-501.116 /No"
"Acme Market (N981495)","Concord Pike & Murphy Road","Wilmington","19803","New Castle County","Routine","06/09/2014","3-501.16 /No, 2-205.15 /No, 6-501.111 /No, 4-501.116 /No, 5-205.11 /No, 4-602.11 /No, 3-304.15 /No"
"Acme Market (N981495)","Concord Pike & Murphy Road","Wilmington","19803","New Castle County","Followup","06/17/2014","None"
"Acme Market (N981495)","Concord Pike & Murphy Road","Wilmington","19803","New Castle County","Routine","12/08/2014","3-501.19 /No, 5-304.11 /No, 5-104.12 /No, 4-501.19 /No"
"Acme Market (N981495)","Concord Pike & Murphy Road","Wilmington","19803","New Castle County","Followup","12/15/2014","3-501.19 /No, 4-501.19 /No"
